case_id,act_name,section_no_title,section_title,legal_text,case_type,case_facts,case_summary,petitioner,respondent,court_name,judge_name,filing_date,judgment_date,outcome,judgment_reason,citation,state,police_station_or_forum,advocate_name
INDLAW-1443,Constitution of India,Article 226 - Power of High Courts to issue writs,Power of High Courts to issue writs,Synthetic summary of Article 226 - Power of High Courts to issue writs. This entry is generated for academic and project use only and does not reproduce official statutory text.,Tax Dispute,Exercitationem harum velit minus voluptatem. Voluptas amet similique.,"This case concerns Article 226 - Power of High Courts to issue writs under the Constitution of India, involving allegations reviewed by the court based on submitted facts and records.",Andrew Dave,Zayyan Kaur,"Labour Court, Chennai",Elijah Sankaran,2021-01-04,2025-12-16,Partly Allowed,procedural violation,865 AIR 2007 458,Maharashtra,Central Crime Branch,Chatura Nayar
INDLAW-1444,"Information Technology Act, 2000",Section 67 - Publishing obscene material in electronic form,Publishing obscene material in electronic form,Synthetic summary of Section 67 - Publishing obscene material in electronic form. This entry is generated for academic and project use only and does not reproduce official statutory text.,Labour Dispute,Alias atque aspernatur cupiditate laborum eius laboriosam. Ea consequatur fuga expedita adipisci consequatur similique facilis.,"This case concerns Section 67 - Publishing obscene material in electronic form under the Information Technology Act, 2000, involving allegations reviewed by the court based on submitted facts and records.",Madhav Shankar,Jagdish Pillay,Consumer Disputes Redressal Commission,Chatura Sachdeva,2020-07-06,2026-03-15,Allowed,constitutional remedy granted,498 AIR 2020 6,Delhi,Cyber Cell,Rachana Bobal
INDLAW-1445,Labour Laws,Employees' Provident Funds Act - Contribution provisions,Contribution provisions,Synthetic summary of Employees' Provident Funds Act - Contribution provisions. This entry is generated for academic and project use only and does not reproduce official statutory text.,Labour Dispute,Quos vitae blanditiis eligendi illo doloremque dolor. Quibusdam commodi nemo dolores doloremque perspiciatis.,"This case concerns Employees' Provident Funds Act - Contribution provisions under the Labour Laws, involving allegations reviewed by the court based on submitted facts and records.",Ekiya Oza,Nimrat Batta,High Court of Madras,Isaiah Swaminathan,2022-07-15,2026-02-18,Dismissed,consumer deficiency proved,327 AIR 2011 82,Tamil Nadu,GST Intelligence Unit,Tripti Khosla
INDLAW-1446,GST Act,Section 54 - Refund of tax,Refund of tax,Synthetic summary of Section 54 - Refund of tax. This entry is generated for academic and project use only and does not reproduce official statutory text.,Consumer Complaint,Id dolorem tempora non quod. Laudantium sint id dolore commodi.,"This case concerns Section 54 - Refund of tax under the GST Act, involving allegations reviewed by the court based on submitted facts and records.",Dakshesh Dani,Zayan Vora,Supreme Court of India,Bhavya Wable,2018-08-16,2025-09-16,Partly Allowed,bail granted on conditions,549 AIR 2000 207,Kerala,Cyber Cell,Aishani Mistry
INDLAW-1447,Indian Penal Code (IPC),Section 354 - Assault or Criminal Force to Woman,Assault or Criminal Force to Woman,Synthetic summary of Section 354 - Assault or Criminal Force to Woman. This entry is generated for academic and project use only and does not reproduce official statutory text.,Bail Application,Vel blanditiis facere libero ex voluptatum. Beatae architecto quidem exercitationem veritatis. Sequi molestias amet. Nisi ab aliquid error.,"This case concerns Section 354 - Assault or Criminal Force to Woman under the Indian Penal Code (IPC), involving allegations reviewed by the court based on submitted facts and records.",Tripti Bora,Irya Patel,High Court of Delhi,Jagvi Sethi,2019-01-14,2025-06-01,Allowed,tax demand confirmed,344 AIR 2020 1,Maharashtra,Central Crime Branch,Jagdish Patel
INDLAW-1448,Constitution of India,Article 32 - Constitutional remedies,Constitutional remedies,Synthetic summary of Article 32 - Constitutional remedies. This entry is generated for academic and project use only and does not reproduce official statutory text.,Tax Dispute,Dolore pariatur nemo facere odio molestias. Optio earum rem beatae aliquam magnam. Veniam vero ipsa itaque maiores.,"This case concerns Article 32 - Constitutional remedies under the Constitution of India, involving allegations reviewed by the court based on submitted facts and records.",Quincy Sur,Chameli Wali,"Labour Court, Chennai",Jalsa Soni,2020-03-01,2025-07-20,Settled,electronic evidence accepted,630 AIR 2000 755,Delhi,Central Crime Branch,Bakhshi Natarajan
INDLAW-1449,"Consumer Protection Act, 2019",Section 35 - Complaint before District Commission,Complaint before District Commission,Synthetic summary of Section 35 - Complaint before District Commission. This entry is generated for academic and project use only and does not reproduce official statutory text.,Tax Dispute,Placeat velit qui voluptates repellat excepturi. Ducimus placeat perferendis expedita ut consectetur.,"This case concerns Section 35 - Complaint before District Commission under the Consumer Protection Act, 2019, involving allegations reviewed by the court based on submitted facts and records.",Jeet Sarna,Yashasvi Mitter,Consumer Disputes Redressal Commission,Fitan Hayre,2021-05-14,2025-10-17,Acquitted,electronic evidence accepted,720 AIR 2006 466,West Bengal,Local Police Station,Jasmit Mall
INDLAW-1450,Indian Penal Code (IPC),Section 420 - Cheating,Cheating,Synthetic summary of Section 420 - Cheating. This entry is generated for academic and project use only and does not reproduce official statutory text.,Writ Petition,Ipsa unde dolorum veritatis aliquid id dolorum. Nesciunt quos blanditiis voluptates cum. At laborum doloribus architecto eius maxime.,"This case concerns Section 420 - Cheating under the Indian Penal Code (IPC), involving allegations reviewed by the court based on submitted facts and records.",Aahana Dhingra,Charita Mutti,"Labour Court, Chennai",Ekaja Balakrishnan,2024-12-04,2025-11-23,Dismissed,procedural violation,615 AIR 2009 349,Delhi,Local Police Station,Manthan Sastry
INDLAW-1451,Constitution of India,Article 226 - Power of High Courts to issue writs,Power of High Courts to issue writs,Synthetic summary of Article 226 - Power of High Courts to issue writs. This entry is generated for academic and project use only and does not reproduce official statutory text.,Consumer Complaint,Adipisci aspernatur eos iste nam voluptates autem. Est omnis magni id fugit.,"This case concerns Article 226 - Power of High Courts to issue writs under the Constitution of India, involving allegations reviewed by the court based on submitted facts and records.",Oni Garde,Rachita Kurian,Cyber Crime Court,Devansh Sood,2020-03-08,2025-09-01,Settled,bail granted on conditions,888 AIR 2007 776,Telangana,Labour Commissioner Office,Libni Ahluwalia
INDLAW-1452,Labour Laws,Employees' Provident Funds Act - Contribution provisions,Contribution provisions,Synthetic summary of Employees' Provident Funds Act - Contribution provisions. This entry is generated for academic and project use only and does not reproduce official statutory text.,Criminal Appeal,Nesciunt laudantium quisquam dolores deserunt reiciendis. Minima libero atque totam tempora soluta rem. Iusto architecto repudiandae ut ducimus repellat.,"This case concerns Employees' Provident Funds Act - Contribution provisions under the Labour Laws, involving allegations reviewed by the court based on submitted facts and records.",Varenya Bhardwaj,Rohan Bajwa,Cyber Crime Court,Meghana Lad,2022-04-04,2025-07-17,Dismissed,consumer deficiency proved,169 AIR 2012 649,Karnataka,GST Intelligence Unit,Hitesh Goel
INDLAW-1453,"Information Technology Act, 2000",Section 66C - Identity theft,Identity theft,Synthetic summary of Section 66C - Identity theft. This entry is generated for academic and project use only and does not reproduce official statutory text.,Labour Dispute,Necessitatibus tempore alias ab doloribus id. Facilis vel officia sunt. Libero ut vero sit totam esse ad saepe.,"This case concerns Section 66C - Identity theft under the Information Technology Act, 2000, involving allegations reviewed by the court based on submitted facts and records.",Tanish Baria,Girindra Salvi,Consumer Disputes Redressal Commission,Upkaar Yohannan,2023-05-11,2025-09-14,Allowed,consumer deficiency proved,354 AIR 2009 96,West Bengal,GST Intelligence Unit,Vanya Magar
INDLAW-1454,"Indian Evidence Act, 1872",Section 24 - Confession caused by inducement,Confession caused by inducement,Synthetic summary of Section 24 - Confession caused by inducement. This entry is generated for academic and project use only and does not reproduce official statutory text.,Writ Petition,Eius incidunt quam consequuntur cupiditate quidem. Delectus alias deleniti assumenda animi culpa delectus.,"This case concerns Section 24 - Confession caused by inducement under the Indian Evidence Act, 1872, involving allegations reviewed by the court based on submitted facts and records.",Lila Tata,Darpan Kata,Cyber Crime Court,Gavin Mishra,2021-12-16,2026-05-04,Remanded,tax demand confirmed,323 AIR 2018 276,Maharashtra,GST Intelligence Unit,Ikbal Chaudhry
INDLAW-1455,"Information Technology Act, 2000",Section 66D - Cheating by personation using computer resources,Cheating by personation using computer resources,Synthetic summary of Section 66D - Cheating by personation using computer resources. This entry is generated for academic and project use only and does not reproduce official statutory text.,Bail Application,Modi nesciunt quae saepe atque accusantium. Sapiente porro eum dolore dolor ut possimus. Beatae optio ex eligendi fugit eveniet.,"This case concerns Section 66D - Cheating by personation using computer resources under the Information Technology Act, 2000, involving allegations reviewed by the court based on submitted facts and records.",Anya Sama,Oeshi Khanna,"District Court, Chennai",Odika Wable,2024-10-10,2025-11-30,Convicted,consumer deficiency proved,311 AIR 2007 208,Karnataka,Local Police Station,Ganga Kashyap
INDLAW-1456,"Indian Evidence Act, 1872",Section 27 - Discovery statement,Discovery statement,Synthetic summary of Section 27 - Discovery statement. This entry is generated for academic and project use only and does not reproduce official statutory text.,Civil Suit,Expedita amet illum voluptates eum itaque quasi. Magnam numquam id harum veniam odit odio.,"This case concerns Section 27 - Discovery statement under the Indian Evidence Act, 1872, involving allegations reviewed by the court based on submitted facts and records.",Tejas Barad,Nathaniel Kaul,High Court of Madras,Ekiya Ghose,2020-07-29,2026-04-30,Dismissed,bail granted on conditions,728 AIR 2000 783,Tamil Nadu,Labour Commissioner Office,Hemal Wable
INDLAW-1457,"Indian Evidence Act, 1872",Section 65B - Electronic records,Electronic records,Synthetic summary of Section 65B - Electronic records. This entry is generated for academic and project use only and does not reproduce official statutory text.,Tax Dispute,Eum repellat hic doloremque quo. Corporis occaecati fuga inventore eum maiores.,"This case concerns Section 65B - Electronic records under the Indian Evidence Act, 1872, involving allegations reviewed by the court based on submitted facts and records.",Urmi Kaul,Varsha Sahota,Cyber Crime Court,Lohit Chada,2023-04-14,2025-06-24,Acquitted,bail granted on conditions,287 AIR 2024 938,Kerala,Labour Commissioner Office,Hredhaan Vyas
INDLAW-1458,"Information Technology Act, 2000",Section 67 - Publishing obscene material in electronic form,Publishing obscene material in electronic form,Synthetic summary of Section 67 - Publishing obscene material in electronic form. This entry is generated for academic and project use only and does not reproduce official statutory text.,Writ Petition,Explicabo eos corrupti minus laborum culpa. Optio quisquam nesciunt.,"This case concerns Section 67 - Publishing obscene material in electronic form under the Information Technology Act, 2000, involving allegations reviewed by the court based on submitted facts and records.",Ranbir Chatterjee,Ekansh Amble,Supreme Court of India,Darsh Bansal,2020-12-07,2026-01-08,Settled,bail granted on conditions,653 AIR 2001 515,Telangana,Labour Commissioner Office,Vansha Chokshi
